id,Review,aspect category,aspect category1,aspect category2,polarity,polarity1,polarity2
1077,['This is a great solution. Setup is easy to follow through. It lets the CEO or co-founder to do some account management. The intelligence and data aspects are a big benefit. Zoho makes it very simple for GST compliance. Invoice is customizable and comes with payment gateway integration. Apps are useful. Pricing is really worth going for!'],['accounting method'],['functionality'],['price'],1,1,1
1078,['  Zoho CRM integration is a bonus with tihs. Excellent feel in terms of its UI. No need to hire an accountant as this platform is easy to use. A big like to its reporting capabilities.'],['ease of use'],['ui'],[''],1,1,
1079,"['I can send invoices to clients with an embedded payment link, and when they pay I get a notification and the receivables is updated. I have to pay discount points to PayPal, but the money is worth it. Zoho Books is easy to use if you know accounting basics.']",['accounting method'],['ease of use'],[''],1,1,
1080,['It offers integration with other Zoho apps. That's good news since contact details won't need to be entered all over again. I'm able to send invoices to clients through e-mail. The e-mail will include e-payment as well.'],['functionality'],['accounting method'],[''],1,1,
1081,"['I love that Zoho Books offers a number of automatic credit card charging integrations. It provides more features compared to Freshbooks. Freshbooks has abolished its PayPal Payflow, but Zoho Books is continuing to maintain this integration. It is important for us as we need it.']",['accounting method'],['auto update'],[''],1,1,
1082,['Easy accessiblity. That means data can be seen whenever and wherever. Just make sure you have a broadband connection. Support is highly responsive.'],['ease of use'],['customer support'],[''],1,1,
1083,['No need to hire an accountant for accounting tasks. A majority of your work can now be automated. Its banking functionality makes it flexibile for handling more than one banking account.'],['auto update'],['functionality'],[''],1,1,
1084,"['We like how much automated credit card charging integration. Lots of functionality compared to Freshbooks. Just recently, Freshbooks is doing away with PayPal's Payflow. Zoho is just one of the very few platforms in maintaining such Payflow integration.']",['auto update'],['functionality'],[''],1,1,
1085,['Configuration is really easy to do. Reasonable price point. Super quick implementation. Showcases financial information that people can actually understand.'],['ease of use'],['price'],['time'],1,1,1
1086,"['It appears the system is a bit stiff in some ways. Whenever I mark an invoice ""as sent,"" it wouldn't let me make changes or give me a reason to explain. Also, any template changes take a bit of time to do. In addition, utilizing Zoho for companies in Europe that requires a progressive invoice number can be difficult at first.']",['accounting method'],['auto update'],['functionality'],0,0,0
1087,['Exporting stuff to excel. Such functionality does have all columns within the exported file. There will be times when configurations need to be made whenver an excel file is being exported.'],['functionality'],[''],[''],0,,
1088,['Import and export functions weren't that great. It has zero support in terms of UK VAT returns. The reason why I wanted to do the importing is because I needed to migrate several years of data from another accounting platform I've used previously. I dislike not having the ability to update my records in bulk.'],['functionality'],['customer support'],[''],0,0,
1089,['No solution on the market is perfect and aspects any software can be problematic if it does not do what you need it to do which can be an endless amount of tasks. It is more important to me that there is a workaround or another way to do the complex process I need it to solve.'],['functionality'],[''],[''],0,,
1090,"['It's difficult to find something I hate with the software. For the past few years, it hasn't let me down. I'm really happy with the way things turned out. The one thing that this app should include in its arsenal is white labelling. I like to get my logo at the top part instead of the typical Zoho label so it can mesh with the identity of my organization.']",['ui'],[''],[''],0,,
1091,['I'm saddened that they're missing one key functionality: digital signature for the generated invoices. It would've been a plus if they had that. I hope they can include that soon since I find it very useful.'],['functionality'],[''],[''],0,,
1092,"['There are still some bugs in the system. For instance, not all contacts made would show. And there's no option for you to re-make them. Zero options for contacts numbering between 50 to 100.']",['functionality'],['backup'],[''],0,0,
1093,"['A couple of features could be added to make Zoho Books better. First is budgeting feature. The user forums have been predicting the addition for a few years, but the promise has not been fulfilled and no specific time table has been provided for its addition. Second, when I create an invoice in Zoho CRM it should automatically map over to an invoice in Zoho Books. But this does not happen, which is another element that needs to be added.']",['functionality'],['auto update'],[''],0,0,
1094,"['Zoho Books is suffering from one glaring issue. It lacks the budgeting capability that any business would find a necessity. Such basic functionality should've already been addressed since it came out. The ""On the Books"" forums is functionality that's on its way but without an actual timetable.']",['functionality'],[''],[''],0,,
1095,"['The only thing Zoho Books lacks is pixel tracking of emails which informs us when someone reviews an invoice. This feature is offered by most other systems, and we request Zoho Books to add it soon.']",['functionality'],['accounting method'],[''],0,0,
1096,['Certain functionality are half-baked. Expect some improvements to be made in the long run.'],['functionality'],[''],[''],0,,
1097,['Nothing big at the moment. Certain small functionaly required didn't overly affect my business in a negative light. It auto deducts client credit from its upcoming generated invoice. It automates the remaining balance of the current invoice and includes that to the next invoice.'],['functionality'],['auto update'],[''],0,0,
1098,"['We were hoping Zoho Books would have some kind of pixel tracking for e-mails. That way, we get to tell whenever somebody looked into the invoice we sent them. Freshbooks and other platforms have had this for quite some time now. I hope Zoho Books would include this in the near future.']",['functionality'],['accounting method'],[''],0,0,
1099,"['At times, the currency conversion isn't as precise as I'd like it to be. Whenever funds are moved from a dollar account to local currency, the differences are noticeable. Form customizations needs to be simpler. More platforms should be integrated with Zoho CRM.']",['accounting method'],['auto update'],[''],0,0,
1100,['cloud base accounting software  - manage projects and customers in one central place  - provide access to some of the information to your customers thru a portal in Zoho  - can configure multiple users when working on projects in team  - includes a backup option to export all your data locally  - user forums to find quickly an answer.'],['storage'],['functionality'],['backup'],1,1,1
1101,['User-friendly  Wide variety of useful features  Responsive support team'],['ease of use'],['customer support'],[''],1,1,
1102,['Easy to learn and easy to use.'],['ease of use'],[''],[''],1,,
1103,['Customer support and tantly improving.'],['customer support'],['update'],[''],1,1,
1104,['It is easy to install in your computer. It is the most affordable accounting tool currently in the market. I like how it give all the details of the cash flow in every business. This helps in making the right decision for better running of your company. It helps you in preparing various financial reports for your business within a certain period.'],['ease of use'],['accounting method'],['functionality'],1,1,1
1105,['The Books application set-up for use by a novice or expert.  There are a ton of pre-made templates included and ready to go. Customization of the templates and tools are super easy.'],['ui'],['auto update'],[''],1,1,
1106,['To be able to manage my busines from everywere'],['none'],[''],[''],1,,
1107,['Ease of use. Clean UI and support in all mobile OS.'],['ease of use'],['ui'],['customer suppport'],1,1,1
1108,['Easy to use so use software even for non finance professional. They have video tutorials to guide you in everything'],['ease of use'],['customer support'],[''],1,1,
1109,['Very easy to implement for our small business. The mobile app was better than average. The low cost.'],['ease of use'],['price'],[''],1,1,
1110,"['Zoho Books is very easy to use and don't require deep knowledge of accounting. it suits your small business as you want with online bills, tax calculation and payments. zoho always provide update to keep it more smoothly.']",['ease of use'],['functionality'],['update'],1,1,1
1111,"['The cost is great and, for the features, it's really all I needed to do invoicing, keep track of expenses, and also access a quick Dashboard feature that gives me an idea about monetary performance.']",['price'],['accounting method'],[''],1,1,
1112,['API integration is very powerful as we build our own tools to read and write info. in invoices and POs'],['functionality'],['accounting method'],[''],1,1,
1113,['Zoom book is dynamic software for book keeping  accounting. It is a very easy to use for fresher. No need to require a training for use of this great software.  There are a lot of features are available like we can track anytime a statement of profit and loss and balance sheet of business therefore we can take a further decision about the business. We can generate a invoice and send to client  online.'],['ease of use'],['functionality'],['accounting method'],1,1,1
1114,"['Easy to create and modify invoices Easy to keep track of expenses Track time per client, project, etc.. Generate lots of reports']",['ease of use'],['accounting method'],[''],1,1,
1115,['I love that Zoho Books is very user friendly and easy to use. It makes keeping up with our workflow very easy. I love that everyone within our company that needs to can access it on any device at anytime. I also love that it has the reports feature so that we can see how well the business is doing.'],['ease of use'],['functionality'],[''],1,1,
1116,['Free to try and use with limited features  Only pay for the features you need   Great user interface on pc'],['price'],['ui'],[''],1,1,
1117,['What I like most is the ease of use. It is quite intuitive.'],['ease of use'],[''],[''],1,,
1118,"['The software works fine, and covers all the accounting functions I use in my business.  The software has a nice heuristic feel and is generally user friendly.  The software takes a little bit of time to get things smoothly running.']",['accounting method'],['ui'],[''],1,1,
1119,"['Clear user interface, well thought ergonomy.']",['ui'],['functionality'],[''],1,1,
1120,['features  support  easy of use'],['customer support'],['ease of use'],[''],1,1,
1121,"['Design, ease of use and customer support.']",['ui'],['ease of use'],['customer support'],1,1,1
1122,['I was a long time Quickbooks user for over 20 years and had been looking for something cleaner and easier to use. Zoho fit the bill Set up was straight forward and easy. It was also very easy to set up my invoices and accountants. I also love that they give me a heads up for my billing date before they charge my card.'],['ease of use'],['accounting method'],[''],1,1,
1123,"['It is easy to use. You can send invoices easily, monitor your cashflow in real-time, track expenses better and do a lot more with Zoho Books. It is the leading Accounting software in the world']",['ease of use'],['accounting method'],[''],1,1,
1124,"['Has web based portal for clients to view, print, download all invoices, bids etc. Allows easy access to documents.']",['storage'],['accounting method'],[''],1,1,
1125,"['Easy to use, Great User Interface']",['ease of use'],['ui'],[''],1,1,
1126,"['Very user friendly, includes timesheet which is what we needed. I like that the dashboard is easy to use and straightforward and I like the colors. Something good is that it can be integrated with some shop sites.']",['ease of use'],['ui'],['functiuonality'],1,1,1
1127,['Zoho Books was one of the online bookkeeping systems that was most affordable and had all of the features I need. I love that our bank account(s) are linked with Zoho and sync automatically to ensure our books are almost always up to date.'],['price'],['auto update'],[''],1,1,
1128,['Easy to navigate and easy to understand for non-accountants'],['ease of use'],[''],[''],1,,
1129,['Upload data to GST portal in one click. Then data export in JSON format. GST Calculations and Report are very easy to create.'],['functionality'],[''],[''],1,,
1130,"['It has all of the bells and whistles that you could possibly need for your bookkeeping software. And if it doesn't have it, there's probably another Zoho product that does it anyway, and they all seem to integrate.']",['none'],[''],[''],1,,
1131,['Multiple currencies  tomizable reports and chart of accounts'],['accounting method'],[''],[''],1,,
1132,['Great user interface.'],['ui'],[''],[''],1,,
1133,"['I am not a great bookkeeper but after a few days of learning it turned out much easier then any other program I tried. As I work with different currencies and clients in all parts of he world, it just worked out great. I connect to the CRM ans Zoho subscriptions and it all integrated beautifully.  Besides the helpdesk is absolutely fantastic.']",['accounting method'],['functionality'],[''],1,1,
1134,"['Recurring Billing  is included with the software  - Unlimited users for one price  - Partial integration with Zoho CRM  - Client portal  - Customizable e-mail templates to customers  - Customize invoices, estimates, and sales orders design  - Square integration']",['accounting method'],['price'],['auto update'],1,1,1
1135,['This system integrates mature  financial management tools that support both a product and service business model; syncing with bank and a credit accounts: ease of set-up and integration with other software.'],['functionality'],['ease of use'],[''],1,1,
1136,['Good UX   Good UI   Easy to use'],['ui'],['ease of use'],[''],1,1,
1137,"['I love that Zoho has so many apps that go along with each other. And you can integrate other apps within it. If there is not an app that is compatible, you can have it built for you.']",['functionality'],[''],[''],1,,
1138,"['The best in this tool is a quick and smart integration with other Zoho products like CRM and live chat. It's easy to set it up and use.  In addition, there is a great customize capability.']",['customer support'],['ease of use'],['auto update'],1,1,1
1139,['I like Zoho Books because it is easy to use  and user friendly.The customer support is very helping . They are always their to help if my team get any issue  .'],['ease of use'],['customer support'],[''],1,1,
1140,['Zoho book is a great accounting software product it was easy to set up and use. So many features and flexible set up it was perfect for our company requirements and did everything required to operate our business.'],['ease of use'],[''],[''],1,,
1141,['Can be customized.  Service desk is the best I have every witnessed.'],['auto update'],['customer support'],[''],1,1,
1142,"['Zoho books combines the functionality of traditional financial online software with the interconnectivity that we've come to expect from the Zoho brand. The colors pop, the organization, although unusual, is regular and istent. Bill management is complete and comprehensive. Charts and graphs are auto-fill, antiquating the days of yore where manual input was required.']",['functionality'],['auto update'],[''],1,1,
1143,"['I found that Zoho books was simple to learn and start using, users do not require prior accounting skills. The templates are simple and straight forward, it is fast and supports multi users and currencies. The feature to create a portal for clients and suppliers is an additional bonus']",['ease of use'],['customer support'],['ui'],1,1,1
1144,['user friendly and usefull tools'],['customer support'],[''],[''],1,,
1145,"['Really easy to use. You can edit your quotes and your invoices whenever you want. Plus, you can have notification whenever a payment is made.']",['ease of use'],['accounting method'],[''],1,1,
1146,['What i liked the most about this software is that is very easy to use and to customize it for you own purpose. You can develop screens and functionalities without coding and if you are paying the license you have all the support from the Zoho Team that helps you to solve any issue.'],['ease of use'],['auto update'],['customer support'],1,1,1
1147,['It is not difficult to use. It is not expensive (but you get what you pay for)'],['ease of use'],['price'],[''],1,1,
1148,"['You can integrate easily with other tools, manage your invoices and reimbursements easily using zoho books. Me and my team are really satisfied.']",['functionality'],['accounting method'],[''],1,1,
1149,"['Easy to customize, collaborate, integrate, manage, secure and us. Works in multiplatform and is very robust and reliable.']",['auto update'],['security'],[''],1,1,
1150,"['as i have my own private business , i was looking for software that make accounting as simple as possible , with a very simple interface you can insert and retrieve any data you want,  without make things complicated .']",['ease of use'],['ui'],[''],1,1,
1151,['Lovely easy to use accounting service  It has help us streamline our books without needing expensive accountants  always up and online'],['ease of use'],['price'],[''],1,1,
1152,"['As an attorney, I love that ZOHO Books can properly and easily manage trust accounting transactions.  Very few other accounting platforms can do this.  QuickBooks Online requires a ""workaround"" method to do it, and even that method is not as good as that found in ZOHO Books.']",['accounting method'],[''],[''],1,,
1153,['The ability to connect my books with the utility of the rest of Zoho's products.'],['none'],[''],[''],1,,
1154,"['For the price, you do get a good amount of options.']",['price'],[''],[''],1,,
1155,['Creating invoice is very easy. And looks pretty cool. The teams are helpful to select the standard of the company.'],['accounting method'],['customer support'],[''],1,1,
1156,['i love the versatility of this software and the ability to use my mobile phone.'],['none'],[''],[''],1,,
1157,"['Value for money is incredible, most of the list of features/functionality needed are out of the box features and is very intuitive.']",['price'],['functionality'],[''],1,1,
1158,['Integration with payment gateways'],['accounting method'],[''],[''],1,,
1159,"['I am using Zoho Books for only 2 months and REALLY like it.  It's easy to use (I am not so good with invoicing softwares), you can use automation for recurring invoices, email templates, partial payments, many payments methods like Square, Paypal, Stripe and other, clients management, business expenses, etc.   I love it !!!']",['ease of use'],['auto update'],['accounting method'],1,1,1
1160,['All around good.'],['none'],[''],[''],1,,
1161,"['I am pretty sure I've tried all the top accounting platforms. My search was over when I found Zoho. Their software is incredibly simple to navigate. I really enjoy how quickly and easily I can create new items, estimates and invoices. On multiple occasions I have quite literally created an estimate while meeting with a client and received payment later that day.']",['accounting method'],['functionality'],[''],1,1,
1162,"['Zoho Book comes standard with pre-built integrations to three popular payment gateways: Google Checkout, PayPal and Authorize.net.']",['accounting method'],[''],[''],1,,
1163,"['It integrates with many Zoho products to make seamless connections through business processes, and generally does the job of bookkeeping.']",['functionality'],[''],[''],1,,
1164,['Ease of use.'],['ease of use'],[''],[''],1,,
1165,['Easy to setup and works on almost all browsers. Bank reconciliation feature is cool. Reporting feature is good.'],['accounting method'],['functionality'],[''],1,1,
1166,['Automates workflow very easily and an amazing dash board gives you complete overview of every aspects you had gone through including banks and credit card and an amazing client portal helps to maintain and track all transaction between business and clients and now VAT complaint too.'],['auto update'],['accounting method'],[''],1,1,
1167,"['The software is easy to use, stacks up well against Xero (the leading accounting package in use in Australia) for functionality, especially at a small-medium business level and at only 20% of the cost.']",['ease of use'],['functionality'],[''],1,1,
1168,['Like the rest of the suite the interface looks the same which is great for getting around the service. Books is a great alternative to mainstream alternatives that cost a lot more. The customer service Along with the help center really make it easy to find what you are looking for.'],['ui'],['price'],['customer support'],1,1,1
1169,['Apart from good GUI nothing is pleasing.  Initially as all others they will try to help & show they are the most customer friendly.'],['ui'],['customer support'],[''],1,0,
1170,"['Accounting, reports and contacts management  are excellent.']",['accounting method'],['functionality'],[''],1,1,
1171,"['The system has great capabilities in terms of record keeping, expenses tracking and transaction postings']",['backup'],['accounting method'],[''],1,1,
1172,"['This SaaS is great for small business owners. There's a free option if you're just starting up and are really on a tight budget. Software Support is available via online chat, as well. You can even switch to an upgrade from their invoicing service to the more robust version in the Zoho Books with just one click.']",['price'],['customer support'],['update'],1,1,1
1173,"['Its cheap, but the functionality is not complete and it is cumbersome to use. It is accessible from anywhere, but you need to use multiple products to do anything Zoho makes it very difficult.']",['price'],['functionality'],[''],1,0,
1174,['Easy to use Access to reports in a one click Outlook of the dashboard is awesome VAT REQUIREMENTS ARE ALREADY INCORPORATED IN ZOHO BOOKS'],['ease of use'],['functionality'],['ui'],1,1,1
1175,['â€¢ Easy Navigation â€¢ Cloud basedâ€¦ so access from any corner of the world !! â€¢ Scalable â€¢ Secured â€¢ Free to try and use with limited features.'],['storage'],['security'],['price'],1,1,1
1176,['It is very user friendly. Anyone can use it freely. I suggest that everyone should try it..  What  I like most in this software is that it has a wide variety of books. And it enable us to access books in our different from different devices... Best software'],['ease of use'],['functionality'],[''],1,1,
1177,['The way it olidate information from all my bank accounts and also the categorisation is simple and easy to learn.'],['functionality'],['accounting method'],[''],1,1,
1178,['This application is very helpful for everyone when I travel to someone city I can read the book from Zoho books and have no need to buy a book.'],['customer support'],['price'],[''],1,1,
1179,"['Easy to understand with a logical approach to entering data. Most accounting packages seem obsessed with every payment and receipt being tied to an invoice, and although Zoho makes invoicing super easy.']",['ease of use'],['accounting method'],[''],1,1,
1180,['Zoho Books has been a great Ad-on to my office. It has been easy to post data results and keep track of any accounting numbers easily.'],['accounting method'],[''],[''],1,,
1181,['This is quality software for a reasonable price.'],['price'],[''],[''],1,,
1182,['The product is user friendly and easily customizable.'],['customer support'],['auto update'],[''],1,1,
1183,['Easy to set up and automate certain financial tasks like sending invoices and online banking.  Impressive interface.'],['auto update'],['accounting method'],['ui'],1,1,1
1184,['Ease of Use. Very inexpensive compared to some other popular programs. Easy to read reports. Simple to use for employees.'],['ease of use'],['accounting method'],[''],1,1,
1185,['very nice options with miminim setup time'],['time'],[''],[''],1,,
1186,"['I like that I can easily create my own categories for accounts. I also like that I can link multiple bank accounts as well as our PayPal account. I appreciate the instant synchronization between accounts when I refresh, so that I don't always have to manually enter each transaction, and just have to go back and edit occasionally.']",['accounting method'],['time'],[''],1,1,
1187,['Its simplicity and ability to add look up table items on the fly.'],['functionality'],[''],[''],1,,
1188,['The UI and feature set'],['ui'],['auto update'],[''],1,1,
1189,['1.  Very flexible UI and Clean Interfaces  2. Multiple currencies are automatically converted and rated.'],['ui'],['auto update'],[''],1,1,
1190,"['It is great for finance and accounting, it is also GST compliant.']",['accounting method'],['functionality'],[''],1,1,
1191,['Online accessibility and the price point was perfect for a small non profit.'],['price'],['functionality'],[''],1,1,
1192,"['ease of use, good price']",['ease of use'],['price'],[''],1,1,
1193,['It is a learning program'],['none'],[''],[''],1,,
1194,"['Follow the sales order to purchase, bills and that invoice. Tracking products and payments.']",['functionality'],['accounting method'],[''],1,1,
1195,['Zoho books is a good software based on accounting software with many unique features like it has the feature of automatic recurring expense booking like depreciation monthly rent etc. Good and fast support user interface.'],['auto update'],['accounting method'],['ui'],1,1,1
1196,['I love this Application as it has superb features. it has given me a clear picture of my payment due and Other accounts reports. It helped See clear picture on my recievables so that i can folow up and get that paid.'],['functionality'],['accounting method'],[''],1,1,
1197,"['fast server, product from a Market leader']",['time'],[''],[''],1,,
1198,['I find it easy to utilize and also user-friendly.  Its having Good Invoicing features and mobile apps It's structured that anyone can learn it within a few hours.  Customer Support is also good'],['ease of use'],['accounting method'],['customer support'],1,1,1
1199,['able 2 attach e.files as support'],['functionality'],[''],[''],1,,
1200,['It made bookkeeping really easy when we had Books connected to our ZOHO CRM and Inventory profiles.'],['functionality'],['inventory management'],[''],1,1,
1201,['The layout is quite easy to understand and use. It sure makes transitioning easy. It has an option for customizing too.'],['ease of use'],['auto update'],[''],1,1,
1202,['Easy to use'],['ease of use'],[''],[''],1,,
1203,['Zoho books offers close to the same features as Quickbooks at a fraction of the cost'],['price'],[''],[''],1,,
1204,['lightweight and web-based allows to you to have you accounting tool always easily accessible from anywhere'],['storage'],['functionality'],[''],1,1,
1205,"['The best part about Zoho is the fact that it is Cloud based. It can be accessed from any part of the world. Secondly, the user interface is fairly simple and easy to understand. There are many useful features like inventory management provided by them which is a great plus point.']",['storage'],['ui'],['inventory management'],1,1,1
1206,['It's super easy to use this software. All the functionalities are more or less self explanatory. Customer support is excellent as they respond back to queries/chat almost immediately.'],['ease of use'],['functionality'],['customer support'],1,1,1
1207,['This software has all of the features I needed to run my digital marketing agency. The best part is that my bank transactions are automatically updated.'],['accounting method'],['auto update'],[''],1,1,
1208,['That it is intuitive unlike other accounting softwares. It's quick to get to creating first invoice.'],['functionality'],['accounting method'],[''],1,1,
1209,['We have more details and detailed view of our expenses and more'],['accounting method'],[''],[''],1,,
1210,['The tant update which cause me to lose work I was busy with.  Unable to customise the columns as much as I would be able to with Excel'],['update'],['backup'],['auto update'],1,0,0
1211,['not all (nl) banks are available  feeds.'],['accounting method'],[''],[''],0,,
1212,"['Sometimes it gets a little slow and I feel that there are transactions that are not shown in the reglon that must do so, that is, do not present it as a pending charge or account receivable.    I understand that they are going to correct that and that it should not affect the accounting of the company as long as it is known that it is being done.']",['time'],['accounting method'],[''],0,0,
1213,"['1. Lacks some basic features like Quick Slip printing (in which the receipt gets generated for a specific bill). 2. There is no option to set default account to accept payments, everytime one needs to select. 3.  Reports don't contain the option to add a sales person to an individual transaction.']",['accounting method'],['functionality'],[''],0,0,
1214,"['For now, Zoho is all I used and I love it. Stress free.']",['none'],[''],[''],1,,
1215,['Zoho has a very low pricing structure in the first year which then increases very much in the second year onwards.'],['price'],[''],[''],0,,
1216,"['Nothing that I can think of. I know I'm not using it to it's maximum capacity so some issues that I've noticed others have, I have not had.']",['none'],[''],[''],1,,
1217,"['I don't like CRM, i think Zoho can do better :(']",['accounting method'],[''],[''],0,,
1218,"['Zoho Books does not integrate with any of the PSAs I was idering. I also had some issues with the software that just didn't make sense but the company's response was ""this is how it's supposed to be done.""']",['other'],[''],[''],0,,
1219,"['Easy to use, It was inexpensive and somewhat reliable the first couple years']",['ease of use'],['price'],[''],1,1,
1220,['The best thing about FreshBooks software is the vendor constantly keeps introducing new features. The software shows little screens with info about the new features and this helps me to discover new things that can be useful for me. The main part is FreshBooks is a top quality accounting software that helps me manage my companyâ€™s finances easily.'],['update'],['accounting method'],[''],1,1,
1221,['I love how the program is cloud-based. This gives me information access in real-time regardless of my location. Another essential functionality is being able to make more than one company profile. Freshbooks deploys functionality that's intuitive allowing for simpler invoice/client generation and management.'],['storage'],['functionality'],[''],1,1,
1222,['I love that FreshBooks is reliable and easy to use. I have been using it for more than five years to manage my companyâ€™s billing work. The app has boosted my companyâ€™s cash flow and my customers also love this system.'],['ease of use'],['accounting method'],[''],1,1,
1223,['It\'s easy and fast to use. It looks professional and it\'s fairly affordable. Very short learning curve.'],['ease of use'],['time'],[''],1,1,
1224,['I love that FreshBooks is easy to set up and use. We are saving a lot by switching over from credit card and merchant account processing through our bank which used to cost a lot. The saved money is more than the subscription we pay for FreshBooks. Another great thing is they are keeping the price constant though they keep adding new features and tools to the software.'],['ease of use'],['accounting method'],['price'],1,1,1
1225,['Performance and its ability to create and transmit important data. '],['functionality'],[''],[''],1,,
1226,"['When I upgraded to Freshbooks since it was suggested by a friend of mine. With my business growining, I know which problems I needed to deal with before they become major issues. I can also make monthly projections, which helped me hire an assistant part-time and freeing up time for me to concentrate further on photography.']",['time'],['functionality'],[''],1,1,
1227,"['I like that I can access FreshBooks anywhere, anytime to manage estimates, expenses, and invoices. I love that it integrates with my bank account easily which helps me to keep track of expenses and cash flow.']",['functionality'],['accounting method'],[''],1,1,
1228,"['Freshbooks did a tremendous job in convering my tedious monthly task into something that's swift and easy to do. I like how I get to have automated invoices, late payments, and reminders. Its automation was such a difference maker as I would lose track (every now and then) in sending invoices or getting them out in the later going. Its reminders prevented things from getting way too personal.']",['ease of use'],['auto update'],['accounting method'],1,1,1
1229,['Freshbooks is capable of streamlining the process on a number of projects for different clients. I like how you can have a bunch of project categorized for a certain client. This is useful in my job where we're frequently dealing with different tasks for one client. One thing I like is that you can key in time enties or items on invoices.'],['functionality'],['accounting method'],[''],1,1,
1230,"['For me, the plus points are the system is easy to use on desktop and mobile. But the app is below par. It is easy to use the desktop on the phone. You can improve your business by linking payment options as this automatically records payments from your clients and saves you a great deal of time.']",['ease of use'],['auto update'],[''],1,1,
1231,['Freshbooks is so easy to utilize. It comes with a clean interface. Its iPhone apps allows for seamless time tracking and billing. I've had this for a number of years and it really fits the bill!'],['ui'],['accounting method'],[''],1,1,
1232,"['With Freshbooks, I get to make a monthly-based invoice. It does this with its own set-it-and-forget-it approach that's comfortable to use and highly valuable. Our clients can now save paymet info whenever they're paying their initial invoice for faster payment every one month after.']",['accounting method'],['functionality'],[''],1,1,
1233,['I appreciate that FreshBooks is important for my business. I am not an accounting professional and I donâ€™t particularly like bookkeeping. I was looking for a software that helps me do accounting easily. FreshBooks offers all that I need and more too.'],['ease of use'],['accounting method'],[''],1,1,
1234,['I love FreshBooks for many reasons. It offers excellent mobility and the customer support agents are helpful and friendly. You can use your mobile phone to input data on the go. I am able to give quotes to people right on the phone.'],['customer support'],['functionality'],[''],1,1,
1235,['Our company mainly uses FreshBooks for invoices and time tracking. We have multiple clients and projects so it is important that our employees track their time correctly on projects.'],['accounting method'],['functionality'],[''],1,1,
1236,"['This software is simple and effective. It allows to create invoices and record the balances.  It can use in Android devices, is fast. ']",['ease of use'],['accounting method'],[''],1,1,
1237,"['We use FreshBooks mainly for invoicing. I appreciate the automation of recurring invoices, email notices for overdue payments, and late fees added to overdue invoices. The app helps us to easily manage our A/R tasks. Previously, we were using Word-based invoices which used to consume a lot of time. With FreshBooks, we are able to save a lot of time managing our A/R and invoices.']",['accounting method'],['auto update'],['time'],1,1,1
1238,"['I love everything about FreshBooks. It is an excellent app for freelancers and small companies. I have been using it for the past few years and rate it the best software in the market. Whenever I had issues, the support team helped me to resolve them quickly with effective solutions.']",['customer support'],[''],[''],1,,
1239,"['FreshBooks has become an indispensable tool for my business. I use it for invoicing, estimates, managing payment schedules and other accounting work. It integrates smoothly with the other business systems I use. I love that they keep adding useful adjustments like the ability to include a deposit request.']",['accounting method'],['functionality'],[''],1,1,
1240,"['It's super easy to utilize. It gives me the required structure for keeping track of my time. The same goes for expenses of my projects. What's more, it makes me look real good by delivering invoices to clients that are alluring and having all the necessary info in simplified manner.']",['ease of use'],['accounting method'],[''],1,1,
1241,"['Freshbooks is easy to utilize. It's an online-based accounting software that lets you organize your invoices in an easy manner. It also keeps track of your customers. Thanks to its time tracking and highly advanced follow-up feature, it's a great and simple tool recommended for freelancers.']",['backup'],['accounting method'],[''],1,1,
1242,"['I like how I get to mix time tracking, invoicing, and accounting in a single platform. I get to keep track of time. I can make and send out invoices, and get paid. All that in a package that's all so simple to utilize.']",['accounting method'],['ease of use'],[''],1,1,
1243,"['I love that FreshBooks manages invoice follow up easily. I use it to create and send out bills, it accepts online payments and automatically reminds clients about overdue invoices. It is an ideal app that service-based companies can use to keep their cash flowing.']",['accounting method'],['auto update'],[''],1,1,
1244,['Customer interface is excellent and ability to not store credit card information locally is key to PCI compliance.  We love the recurring profile concept for recurring billing and find the web portal very intuitive.'],['ui'],['accounting method'],[''],1,1,
1245,"['Every three months I get a call from my 'new account manager' telling me about all the great upgrades and solutions for my company.  Right after they are done pretending to know anything about my services, they hit you with a, 'charges are changing on your account' speech.  As they double, not go up, DOUBLE my rates for the month, I'm now looking for someone else to service my accounts.']",['price'],[''],[''],0,,
1246,"['The only complaint I have about is expense categorization. I categorize and track my expenses on a different system and I would like to integrate it with FreshBooks instead of duplicating the work to view expense breakdowns. Because of this lack, I manage expense categorization elsewhere and not in FreshBooks.']",['accounting method'],[''],[''],0,,
1247,"['At this point in time, I'm very much content with Freshbooks. I like how I get to make the most of its functionality that can't been seen in other third party software.']",['functionality'],[''],[''],1,,
1248,['FreshBooks is advertised as a cloud accounting software. The description is not accurate as the system lacks a few important accounting features. But it offers top notch expense tracking and billing features that are one of the best in the market.'],['storage'],['functionality'],['accounting method'],1,0,1
1249,['Start adding clients and the costs go up quickly. More variety in plans.'],['price'],[''],[''],0,,
1250,['I donâ€™t have any issues at all with this system as it fulfills my expectations and needs.'],['none'],[''],[''],1,,
1251,['The data is not safeguarded with several steps. That must improve. '],['security'],[''],[''],0,,
1252,['I hate the fact that I'm a few years later in discovering this. It's a bit annoying knowing that the program itself is entirely online. I wish I get to access it from my desktop PC offline.'],['functionality'],[''],[''],0,,
1253,['My only complaint is the software does not allow me to bill a flat rate for some projects. I need to subdivide the projects to calculate hourly rate after quoting a flat rate and this has been questioned by a few clients.'],['functionality'],[''],[''],0,,
